"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian","traveltime.x","studytime.x","failures.x","schoolsup.x","famsup.x","paid.x","activities.x","higher.x","romantic.x","famrel.x","freetime.x","goout.x","Dalc.x","Walc.x","health.x","absences.x","G1.x","G2.x","G3.x","traveltime.y","studytime.y","failures.y","schoolsup.y","famsup.y","paid.y","activities.y","higher.y","romantic.y","famrel.y","freetime.y","goout.y","Dalc.y","Walc.y","health.y","absences.y","G1.y","G2.y","G3.y"
"214","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,"no","yes","no","no","yes","no",4,1,4,1,3,4,10,14,17,17
"215","GP","F",18,"U","LE3","A",2,4,"services","other","course","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,"no","yes","no","no","yes","no",4,3,3,1,1,3,18,10,10,10
"216","GP","F",18,"U","LE3","A",4,4,"health","other","home","yes","yes","mother",1,2,0,"no","yes","no","no","yes","yes",4,2,4,1,1,4,14,12,10,11,1,2,0,"no","yes","yes","no","yes","yes",4,2,4,1,1,4,0,14,15,15
"217","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","no","no","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,"no","yes","no","no","yes","no",4,4,3,2,3,3,4,11,12,14
"218","GP","F",18,"U","LE3","T",1,1,"other","other","home","no","no","mother",2,2,0,"no","yes","yes","no","yes","no",4,4,3,1,1,3,2,11,11,11,2,2,0,"no","yes","no","no","yes","no",4,4,3,1,1,3,2,13,13,13
"219","GP","F",18,"U","LE3","T",2,1,"services","at_home","reputation","yes","yes","mother",1,2,1,"no","no","no","no","yes","yes",5,4,3,1,1,5,12,12,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,"no","yes","no","no","yes","yes",5,3,1,1,1,5,16,9,8,10
"221","GP","F",18,"U","LE3","T",2,2,"other","other","home","no","yes","other",1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,1,2,0,"no","no","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12
"222","GP","F",18,"U","LE3","T",3,3,"services","services","home","yes","yes","mother",1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,7,16,15,17,1,4,0,"no","yes","no","no","yes","no",5,3,3,1,1,1,4,14,14,15
"223","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,"no","yes","no","yes","yes","no",4,2,2,1,1,3,0,14,17,17
"224","GP","F",18,"U","LE3","T",4,3,"health","services","course","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","yes","no","no","yes","no",3,2,4,1,4,1,8,12,12,15
"225","GP","F",18,"U","LE3","T",4,3,"other","other","home","yes","yes","other",2,2,0,"no","yes","yes","no","yes","yes",4,4,5,1,2,2,10,10,8,8,2,2,0,"no","yes","no","no","yes","yes",4,4,5,1,2,2,0,13,14,14
"226","GP","F",19,"R","GT3","A",3,1,"services","at_home","home","yes","no","other",1,3,1,"no","no","yes","no","yes","no",5,4,3,1,2,5,12,14,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","GP","F",19,"R","GT3","T",2,3,"other","other","reputation","yes","yes","other",1,3,1,"no","no","no","no","yes","yes",4,1,2,1,1,3,40,13,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","GP","F",19,"R","GT3","T",3,2,"services","services","reputation","yes","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,"yes","yes","no","no","no","no",3,3,3,4,3,3,0,9,8,10
"229","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","no","no","other",1,2,3,"no","yes","no","no","no","no",3,4,2,1,1,5,2,7,8,9,1,2,2,"no","yes","no","no","no","no",3,4,2,1,1,5,0,9,10,11
"230","GP","F",19,"U","GT3","T",1,1,"at_home","health","home","no","yes","other",1,3,2,"no","no","no","no","yes","yes",4,1,2,1,1,3,14,15,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","GP","F",19,"U","GT3","T",1,1,"other","other","course","yes","no","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,"no","no","no","yes","no","yes",1,5,5,4,3,5,12,10,10,11
"232","GP","F",19,"U","GT3","T",2,1,"at_home","other","other","yes","yes","other",3,2,0,"no","yes","no","no","no","yes",3,4,1,1,1,2,20,14,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","GP","F",19,"U","GT3","T",2,1,"services","services","home","yes","yes","other",1,3,1,"no","no","yes","yes","yes","yes",4,3,4,1,3,3,4,11,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","GP","F",19,"U","GT3","T",2,2,"services","services","home","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,"no","yes","no","no","yes","no",4,3,3,1,1,5,0,10,10,11
"235","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","yes","yes","other",1,4,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,3,10,8,8,8,1,4,0,"no","yes","no","yes","yes","no",4,3,3,1,2,3,4,12,12,12
"236","GP","F",19,"U","GT3","T",3,3,"other","services","home","yes","yes","other",1,2,2,"no","yes","yes","yes","yes","no",4,3,5,3,3,5,15,9,9,9,1,2,0,"no","yes","no","yes","yes","no",4,3,5,3,3,5,16,11,12,12
"237","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","yes","yes","other",2,2,0,"no","yes","yes","yes","yes","no",2,3,4,2,3,2,0,10,9,0,2,2,0,"no","yes","no","yes","yes","no",2,3,4,2,3,2,2,14,13,13
"238","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"no","yes","no","no","yes","yes",3,2,5,4,4,5,5,9,10,11
"239","GP","F",19,"U","LE3","A",1,1,"other","other","course","no","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,"no","yes","no","no","yes","yes",5,3,4,1,1,4,2,8,8,9
"240","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"no","no","no","no","no","no",2,2,3,3,4,5,16,10,11,11
"241","GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","no","yes","other",1,2,1,"yes","yes","no","yes","yes","no",4,4,3,1,3,3,18,12,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","GP","F",19,"U","LE3","T",1,2,"services","services","home","no","no","other",1,2,1,"no","no","no","yes","yes","yes",4,2,4,2,2,3,0,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","GP","F",19,"U","LE3","T",3,2,"services","other","reputation","no","yes","other",2,2,1,"no","yes","yes","no","yes","yes",4,2,2,1,2,1,22,13,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,"no","no","no","no","yes","yes",3,2,2,1,3,3,8,11,15,15
"245","GP","F",20,"R","GT3","T",2,1,"other","other","course","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,"no","yes","yes","yes","no","yes",1,2,3,1,2,2,8,10,12,12
"246","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","yes","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"yes","no","no","no","yes","yes",5,3,1,1,1,5,5,8,10,10
"247","GP","F",21,"U","LE3","T",4,4,"other","other","reputation","yes","yes","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"no","no","yes","yes","yes","no",3,3,2,1,1,5,0,9,12,12
"248","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","yes","yes","mother",1,2,0,"no","no","no","yes","yes","yes",5,4,2,1,1,5,8,9,9,9,1,2,0,"no","no","no","yes","yes","yes",5,4,2,1,1,5,4,10,9,10
"249","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","yes","no","mother",1,2,0,"yes","no","yes","yes","yes","no",4,4,4,1,1,1,2,11,8,8,1,2,0,"yes","no","yes","yes","yes","no",4,4,4,1,1,1,0,7,8,8
"250","GP","M",15,"R","GT3","T",3,2,"other","other","course","yes","yes","mother",2,2,2,"yes","yes","no","no","yes","yes",4,4,4,1,4,3,6,5,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","yes","no","mother",4,2,0,"no","yes","no","no","yes","yes",5,3,3,1,1,5,0,9,0,0,4,2,0,"no","yes","no","no","yes","yes",5,3,3,1,1,5,2,12,11,11
"252","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,5,0,17,16,16,1,2,0,"no","yes","no","yes","yes","yes",4,5,2,1,1,5,0,13,14,15
"253","GP","M",15,"R","GT3","T",4,4,"other","other","home","yes","yes","father",4,4,0,"no","yes","yes","yes","yes","yes",1,3,5,3,5,1,6,10,13,13,4,4,0,"no","yes","no","yes","yes","yes",1,3,5,3,5,1,8,12,10,11
"254","GP","M",15,"U","GT3","A",2,2,"other","other","home","yes","yes","other",1,3,0,"no","yes","no","no","yes","yes",4,5,2,1,1,3,0,14,16,16,1,3,0,"no","yes","no","no","yes","yes",4,5,2,1,1,3,0,14,14,15
"255","GP","M",15,"U","GT3","A",3,4,"services","other","course","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,4,4,1,1,1,0,16,18,18,1,2,0,"no","yes","no","yes","yes","no",5,4,4,1,1,1,0,16,16,16
"256","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","no","yes","mother",1,4,0,"no","yes","no","yes","yes","yes",1,3,3,5,5,3,4,13,13,12,1,4,0,"no","yes","no","yes","yes","yes",1,3,3,5,5,3,0,11,12,12
"257","GP","M",15,"U","GT3","T",2,2,"other","other","home","yes","yes","mother",1,1,0,"no","yes","yes","no","yes","no",4,2,2,1,2,5,2,12,12,11,1,1,0,"no","yes","no","no","yes","no",4,2,2,1,2,5,8,11,12,12
"258","GP","M",15,"U","GT3","T",2,2,"services","services","course","yes","yes","father",1,1,0,"yes","yes","no","no","yes","no",5,4,1,1,1,1,0,8,8,11,1,1,0,"yes","yes","no","no","yes","no",5,4,1,1,1,1,0,9,10,10
"259","GP","M",15,"U","GT3","T",2,2,"services","services","home","yes","yes","father",1,4,0,"no","yes","yes","yes","yes","no",5,5,4,1,2,5,6,16,14,15,1,4,0,"no","yes","no","yes","yes","no",5,5,4,1,2,5,6,14,13,13
"260","GP","M",15,"U","GT3","T",2,3,"other","other","home","no","yes","mother",1,3,0,"yes","no","yes","no","yes","no",5,3,2,1,2,5,4,11,10,11,1,3,0,"yes","no","no","no","yes","no",5,3,2,1,2,5,2,10,9,9
"261","GP","M",15,"U","GT3","T",2,3,"other","services","course","no","yes","father",1,1,0,"yes","yes","yes","yes","yes","yes",3,2,2,1,3,3,2,10,12,12,1,1,0,"yes","yes","no","yes","yes","yes",3,2,2,1,3,3,0,11,11,12
"262","GP","M",15,"U","GT3","T",3,4,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",5,5,1,1,1,5,0,14,15,15,1,2,0,"no","yes","no","yes","yes","no",5,5,1,1,1,5,0,12,12,13
"263","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","yes","yes","father",1,1,0,"no","no","no","no","yes","no",3,4,3,1,2,4,6,14,13,13,1,1,0,"no","no","no","no","yes","no",3,4,3,1,2,4,2,14,13,14
"264","GP","M",15,"U","GT3","T",3,4,"services","services","home","yes","yes","father",1,1,0,"yes","no","no","no","yes","no",5,5,5,3,2,5,0,13,13,12,1,1,0,"yes","no","no","no","yes","no",5,5,5,3,2,5,2,9,9,9
"265","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","yes","yes","mother",2,4,0,"no","no","no","yes","yes","no",3,4,3,1,1,1,8,11,11,10,2,4,0,"no","no","no","yes","yes","no",3,4,3,1,1,1,0,12,11,11
"266","GP","M",15,"U","GT3","T",4,2,"health","services","other","yes","yes","mother",1,1,0,"no","no","yes","no","yes","no",2,2,4,2,4,1,4,15,16,15,1,1,0,"no","no","no","no","yes","no",2,2,4,2,4,1,0,11,11,11
"267","GP","M",15,"U","GT3","T",4,2,"other","other","course","yes","yes","mother",1,4,0,"no","no","no","no","yes","no",3,3,3,1,1,3,0,10,10,10,1,4,0,"no","no","no","no","yes","no",3,3,3,1,1,3,0,11,9,10
"268","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","yes","no","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,3,2,2,5,2,15,15,14,1,2,0,"no","yes","no","no","yes","no",4,3,3,2,2,5,4,11,12,13
"269","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","no",5,4,3,1,2,3,2,10,10,11,2,2,0,"no","yes","no","no","yes","no",5,4,3,1,2,3,0,12,12,13
"270","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","yes","yes","mother",1,2,0,"no","yes","yes","yes","yes","no",4,3,3,2,3,5,6,9,9,10,1,2,0,"no","yes","no","yes","yes","no",4,3,3,2,3,5,0,11,11,11
"271","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","yes","yes","mother",1,2,0,"no","no","no","no","yes","no",4,4,1,1,1,1,0,13,14,15,1,2,0,"no","no","no","no","yes","no",4,4,1,1,1,1,0,12,13,14
"272","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","yes","yes","father",2,4,0,"yes","yes","no","no","yes","no",2,2,2,1,1,3,0,7,9,0,2,4,0,"yes","yes","no","no","yes","no",2,2,2,1,1,3,6,9,11,11
"273","GP","M",15,"U","GT3","T",4,4,"health","health","other","yes","yes","father",1,1,0,"no","yes","yes","no","yes","no",5,4,2,1,1,5,0,12,15,15,1,1,0,"no","yes","yes","no","yes","no",5,4,2,1,1,5,0,11,12,12
"274","GP","M",15,"U","GT3","T",4,4,"health","services","home","no","yes","mother",1,2,0,"no","yes","yes","no","yes","no",5,4,2,3,4,5,0,9,11,12,1,2,0,"no","yes","yes","no","yes","no",5,4,2,3,4,5,0,10,11,11
"275","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","yes","no","father",2,2,0,"no","yes","no","yes","yes","no",4,4,3,1,1,2,2,11,13,14,2,2,0,"no","yes","no","yes","yes","no",4,4,3,1,1,2,4,16,15,16
"276","GP","M",15,"U","GT3","T",4,4,"services","other","course","no","yes","mother",1,1,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,4,10,13,14,1,1,0,"no","yes","yes","yes","yes","no",5,3,3,1,1,5,2,12,13,12
"277","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",4,3,1,1,1,5,0,17,16,17,2,2,0,"no","yes","no","yes","yes","no",4,3,1,1,1,5,2,15,15,15
"278","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","yes","yes","father",1,2,0,"no","yes","no","yes","yes","no",4,3,3,1,1,5,2,19,18,18,1,2,0,"no","yes","no","yes","yes","no",4,3,3,1,1,5,0,14,15,15
"279","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","yes","no","mother",1,2,0,"no","yes","no","yes","yes","no",3,2,2,1,1,5,4,14,15,15,1,2,0,"no","yes","no","yes","yes","no",3,2,2,1,1,5,8,15,15,16
"280","GP","M",15,"U","LE3","A",2,1,"services","other","course","yes","yes","mother",4,1,3,"no","no","no","no","yes","no",4,5,5,2,5,5,0,8,9,10,4,1,0,"no","no","no","no","yes","no",4,5,5,2,5,5,0,12,11,11
"281","GP","M",15,"U","LE3","A",3,2,"services","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,2,2,1,1,1,0,16,18,19,1,2,0,"no","yes","no","no","yes","no",4,2,2,1,1,1,0,15,16,17
"282","GP","M",15,"U","LE3","A",4,2,"health","health","other","yes","no","father",2,1,1,"no","no","no","no","yes","no",5,5,5,3,4,5,6,11,11,10,2,1,0,"no","no","no","no","yes","no",5,5,5,3,4,5,4,10,9,9
"283","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","no","no","yes","yes","no",5,5,3,1,1,4,6,18,19,19,1,1,0,"no","no","no","yes","yes","no",5,5,3,1,1,4,4,13,14,14
"284","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","yes","yes","father",1,2,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,5,2,9,10,9,1,2,0,"yes","yes","no","yes","yes","no",4,3,2,1,1,5,0,14,13,14
"285","GP","M",15,"U","LE3","T",1,2,"other","other","course","yes","no","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,"no","no","no","yes","yes","no",4,4,4,2,4,5,2,8,9,10
"286","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","yes","yes","mother",1,4,0,"no","yes","no","yes","yes","no",4,3,4,1,1,4,6,11,13,14,1,4,0,"no","yes","no","yes","yes","no",4,3,4,1,1,4,2,11,12,12
"287","GP","M",15,"U","LE3","T",2,2,"services","services","home","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,4,4,15,15,15,2,2,0,"no","no","yes","yes","yes","no",5,3,3,1,3,4,2,13,12,13
"288","GP","M",15,"U","LE3","T",3,3,"other","other","course","no","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,2,1,1,2,0,8,10,12,1,2,0,"no","no","no","yes","yes","no",5,3,2,1,1,2,0,13,12,12
"289","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",3,5,2,1,1,3,10,18,19,19,1,1,0,"no","no","no","no","yes","no",3,5,2,1,1,3,10,18,17,18
"290","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","yes","yes","mother",1,3,0,"no","yes","no","yes","yes","no",5,4,3,1,1,4,2,15,16,18,1,3,0,"no","yes","no","yes","yes","no",5,4,3,1,1,4,0,14,14,14
"291","GP","M",15,"U","LE3","T",4,4,"health","services","course","yes","yes","father",1,1,0,"no","yes","yes","yes","yes","no",4,3,3,1,3,5,2,14,14,14,1,1,0,"no","yes","no","yes","yes","no",4,3,3,1,3,5,0,12,13,12
"292","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","no","yes","other",1,1,0,"no","yes","no","no","yes","yes",5,4,3,2,4,5,8,12,12,12,1,1,0,"no","yes","no","no","yes","yes",5,4,3,2,4,5,8,10,11,11
"293","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","yes","yes","mother",2,3,0,"no","yes","no","yes","yes","yes",2,4,3,1,1,5,7,15,16,15,2,3,0,"no","yes","no","yes","yes","yes",2,4,3,1,1,5,4,13,13,13
"294","GP","M",16,"R","GT3","T",2,1,"other","other","course","no","no","mother",2,1,0,"no","no","no","yes","yes","no",3,3,2,1,3,3,0,8,9,8,2,1,0,"no","no","no","yes","yes","no",3,3,2,1,3,3,2,14,13,12
"295","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","no","no","mother",3,1,0,"no","no","no","no","yes","no",4,2,2,1,2,3,2,17,15,15,3,1,0,"no","no","no","no","yes","no",4,2,2,1,2,3,4,12,10,11
"296","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","no",4,3,2,3,4,5,8,8,9,10,1,1,0,"no","yes","no","yes","yes","no",4,3,2,3,4,5,0,11,10,10
"297","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","yes","yes","mother",1,1,0,"no","yes","no","yes","yes","yes",4,3,3,3,4,3,10,10,8,9,1,1,0,"no","yes","no","yes","yes","yes",4,3,3,3,4,3,8,10,9,11
"298","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","no","yes","mother",2,1,0,"yes","yes","no","yes","yes","no",3,3,3,1,1,4,2,11,15,15,2,1,0,"yes","yes","yes","yes","yes","no",3,3,3,1,1,4,6,9,11,11
"299","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","yes","yes","mother",1,1,0,"no","no","yes","yes","yes","no",3,5,5,2,5,4,8,18,18,18,1,1,0,"no","no","no","yes","yes","no",3,5,5,2,5,4,8,14,14,15
"300","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","yes","yes","father",3,1,0,"no","yes","yes","yes","yes","no",3,3,4,3,5,3,8,9,9,10,3,1,0,"no","yes","no","yes","yes","no",3,3,4,3,5,3,16,10,11,12
"301","GP","M",16,"U","GT3","T",0,2,"other","other","other","no","yes","mother",1,1,0,"no","no","yes","no","yes","no",4,3,2,2,4,5,0,13,15,15,1,1,0,"no","no","no","no","yes","no",4,3,2,2,4,5,0,11,12,11
"302","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","yes",4,3,2,1,1,3,2,13,15,16,2,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,1,3,0,16,17,18
"303","GP","M",16,"U","GT3","T",1,2,"services","services","other","yes","yes","mother",1,1,0,"no","yes","yes","yes","yes","yes",3,3,3,1,2,3,2,11,12,11,1,1,0,"no","yes","no","yes","yes","yes",3,3,3,1,2,3,0,10,9,11
"304","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","yes","yes","father",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"no","no","no","no","no","no",5,3,3,1,4,2,2,9,8,8
"305","GP","M",16,"U","GT3","T",2,1,"at_home","other","course","yes","no","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,"no","no","no","no","yes","no",3,2,1,1,1,2,4,9,9,11
"306","GP","M",16,"U","GT3","T",2,1,"other","other","course","yes","yes","mother",3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,6,18,18,18,3,1,0,"no","no","no","no","yes","no",4,3,3,1,1,4,7,15,16,16
"307","GP","M",16,"U","GT3","T",2,2,"other","other","course","yes","yes","father",1,2,0,"no","no","no","no","no","no",4,3,5,2,4,4,4,10,10,10,1,2,0,"no","no","no","no","no","no",4,3,5,2,4,4,0,9,10,11
"308","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","no","yes","father",2,2,1,"no","no","yes","yes","yes","no",4,4,2,1,1,3,12,11,10,10,2,2,0,"no","no","no","yes","yes","no",4,4,2,1,1,3,6,12,10,11
"309","GP","M",16,"U","GT3","T",2,3,"other","other","course","no","yes","mother",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,"no","yes","no","no","yes","yes",3,2,3,2,2,1,4,13,12,13
"310","GP","M",16,"U","GT3","T",2,3,"other","other","home","yes","yes","father",2,1,0,"no","no","no","no","yes","no",5,3,3,1,1,3,0,13,14,14,2,1,0,"no","no","no","no","yes","no",5,3,3,1,1,3,0,13,12,12
"311","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","no","mother",1,1,0,"no","no","no","yes","yes","no",5,3,2,2,2,5,2,12,12,14,1,1,0,"no","no","no","yes","yes","no",5,3,2,2,2,5,0,13,13,14
"312","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","yes","father",2,4,0,"no","yes","yes","no","yes","no",4,3,2,1,1,5,0,13,15,15,2,4,0,"no","yes","no","no","yes","no",4,3,2,1,1,5,2,13,11,11
"313","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","yes","yes","mother",2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,10,11,9,10,2,3,0,"no","no","no","yes","yes","yes",5,3,3,1,3,2,0,12,12,12
"314","GP","M",16,"U","GT3","T",3,2,"other","other","home","no","yes","mother",1,1,0,"no","yes","yes","no","yes","no",5,4,3,1,1,5,0,12,14,15,1,1,0,"no","yes","no","no","yes","no",5,4,3,1,1,5,4,12,12,12
"315","GP","M",16,"U","GT3","T",3,2,"services","services","course","no","no","mother",2,1,1,"no","yes","no","yes","no","no",4,5,2,1,1,2,16,12,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","no","yes","other",3,2,0,"yes","yes","no","no","yes","no",5,3,3,1,3,2,6,7,10,10,3,2,1,"yes","yes","no","no","yes","no",5,3,3,1,3,2,4,9,11,10
"317","GP","M",16,"U","GT3","T",3,3,"other","services","course","yes","yes","father",1,2,1,"no","yes","yes","no","yes","yes",4,5,5,4,4,5,4,10,12,12,1,2,1,"no","yes","no","no","yes","yes",4,5,5,4,4,5,0,10,10,1
"318","GP","M",16,"U","GT3","T",3,3,"other","services","home","yes","yes","father",2,1,0,"no","no","no","yes","yes","no",5,4,2,1,1,5,0,13,14,13,2,1,0,"no","no","no","yes","yes","no",5,4,2,1,1,5,6,14,14,15
"319","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","father",1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,2,16,18,18,1,3,0,"no","yes","no","yes","yes","no",5,3,3,1,1,5,4,13,14,14
"320","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes","mother",1,2,0,"no","no","yes","yes","yes","yes",4,2,3,1,2,3,2,12,13,12,1,2,0,"no","no","no","yes","yes","yes",4,2,3,1,2,3,0,11,12,13
